cpg,BETA.GSE40279,SE.GSE40279,T.GSE40279,P.GSE40279,BETA.CAScov0,SE.CAScov0,T.CAScov0,P.CAScov0,CHR,BP,SYMBOL,ENSEMBL
cg18015746,194.547374,53.10276434,3.66360163,0.000269021,117.6463569,33.06513257,3.558018605,0.00039007,chr8,19797134,LPL,ENSG00000175445
cg04435546,162.598578,44.38406917,3.663444587,0.000269183,116.2501381,23.95305134,4.853249654,1.40E-06,chr11,16629217,SOX6,ENSG00000110693
cg06087019,131.0700951,35.77998742,3.663223623,0.000269315,43.27111534,16.99662274,2.545865494,0.011040292,chr3,27770182,EOMES,ENSG00000163508
cg12850078,105.9726786,28.92753423,3.663384434,0.000269375,81.19892164,22.74786821,3.569517851,0.000373536,chr15,89922071,MIR9-3HG,ENSG00000255571
cg00255368,137.6826196,37.58484591,3.663248213,0.000269385,46.01654522,18.06048605,2.547912891,0.010976108,chr1,217310887,ESRRG,ENSG00000196482
cg26926612,152.5042793,41.6325075,3.66310579,0.000269532,81.01738399,32.28232138,2.509651739,0.012232086,chr1,214153294,PROX1,ENSG00000117707
cg17651317,118.209937,32.27206794,3.662917951,0.000269823,54.46511583,15.61507827,3.487982248,0.000506497,chr11,68080928,LRP5,ENSG00000162337
cg12662072,142.1399082,38.80492368,3.662934874,0.000269871,91.36611547,28.35935432,3.221727634,0.001312698,chr5,63986793,SHISAL2B,ENSG00000145642
cg13582816,84.83318823,23.16093165,3.662770976,0.000269878,62.41996611,17.6097605,3.544623228,0.000410193,chr4,85404099,NKX6-1,ENSG00000163623
cg17515773,230.3846466,62.90089412,3.662660918,0.000270024,103.0079938,46.22970142,2.228177787,0.026076267,chr5,57755861,PLK2,ENSG00000145632
cg15034345,196.8572324,53.75850458,3.661880737,0.000270766,100.0425641,28.32442633,3.532024373,0.000430002,chr2,5836111,SOX11,ENSG00000176887
cg08274011,70.30715328,19.20125436,3.661591683,0.000271228,42.5196444,16.49889306,2.577121037,0.010095938,chr19,17138858,CPAMD8,ENSG00000160111
cg14965524,69.02949421,18.85324417,3.661411988,0.000271284,41.84697188,15.09208544,2.772775972,0.005654738,chr19,10541267,PDE4A,ENSG00000065989
cg07087293,88.72821305,24.23360233,3.661371176,0.000271424,55.48335134,18.68360588,2.969627582,0.003048234,chr16,23313392,SCNN1B,ENSG00000168447
cg14725952,151.968836,41.51640973,3.660452264,0.000272249,77.76486602,29.70442802,2.617955342,0.008970972,chr19,5294093,PTPRS,ENSG00000105426
cg09983051,162.5001174,44.39232607,3.660545228,0.000272316,81.91825445,25.55978047,3.204967059,0.001390803,chr2,95691228,MAL,ENSG00000172005
cg17839237,158.7553408,43.37415962,3.660136408,0.000272841,85.55075627,28.46021406,3.005977259,0.002709148,chr7,19157193,TWIST1,ENSG00000122691
cg04970847,87.45756068,23.89721787,3.659738182,0.000272961,61.77535201,23.18637409,2.664295494,0.007831202,chr16,1351306,UBE2I,ENSG00000103275
cg27204671,115.0682766,31.44187339,3.659714394,0.000273116,50.16528203,21.64581033,2.317551585,0.020662008,chr17,46831623,TTLL6,ENSG00000170703
cg07778819,116.0568577,31.71388694,3.659496482,0.000273344,95.93558429,19.97670291,4.802373282,1.79E-06,chr17,43862927,MAP3K14,ENSG00000006062
cg01537995,78.88743774,21.55916249,3.659114207,0.000273613,40.97882359,11.49112569,3.566127872,0.000378341,chr14,85996352,FLRT2,ENSG00000185070
cg04359584,212.896601,58.18191553,3.659154207,0.000273934,104.8958009,44.22615734,2.371804543,0.017877962,chr3,133393240,TOPBP1,ENSG00000163781
cg12825070,69.77277264,19.06887835,3.658986719,0.000273976,55.60858089,14.70237724,3.782285,0.000164015,chr5,148033708,HTR4,ENSG00000164270
cg24239329,105.1816162,28.74891369,3.658629238,0.000274284,59.66405126,17.66527037,3.37747739,0.000757918,chr13,36705622,DCLK1,ENSG00000133083
cg18834729,125.3372586,34.25917762,3.658501673,0.000274451,37.16346854,17.42489997,2.132779448,0.033170355,chr12,117798135,NOS1,ENSG00000089250
cg18852618,51.08154698,13.96259403,3.658456793,0.000274465,28.44111826,13.38750964,2.124451749,0.033861604,chr3,113897736,DRD3,ENSG00000151577
cg18213472,118.2307799,32.31837816,3.658314142,0.000274681,80.33630447,19.57171374,4.104714873,4.36E-05,chr6,84419189,SNAP91,ENSG00000065609
cg18704768,242.5150576,66.29530759,3.65810291,0.000274902,87.06260723,34.97935118,2.488971473,0.012962715,chr2,210288764,MAP2,ENSG00000078018
cg01396176,132.4082154,36.1970392,3.657984695,0.000274927,61.23984807,18.60052241,3.292372479,0.001026008,chr12,114881783,TBX5-AS1,ENSG00000255399
cg20659435,74.48644424,20.36312358,3.65790857,0.000274975,83.92391274,25.84725044,3.246918389,0.001202904,chr10,77156218,ZNF503,ENSG00000165655
cg01763090,146.6587577,40.09632972,3.657660408,0.000275268,64.53978626,22.11298129,2.918637945,0.003589366,chr15,31775406,OTUD7A,ENSG00000169918
cg25078150,172.6048515,47.19007352,3.657651677,0.000275377,121.2597328,25.99526361,4.664685638,3.48E-06,chr10,118922841,MIR3663,ENSG00000266782
cg04928005,90.83912308,24.83740281,3.65735193,0.000275692,53.82451661,11.96599933,4.498121311,7.61E-06,chr3,24536812,THRB-AS1,NA
cg09382096,155.3044138,42.46602211,3.657145314,0.000275844,68.00787409,23.20716006,2.930469472,0.003456535,chr11,31827593,PAX6,ENSG00000007372
cg19712603,139.7251342,38.20846411,3.65691575,0.00027602,60.05543195,19.00353283,3.160224601,0.001620805,chr13,53422777,PCDH8,ENSG00000136099
cg20974724,97.96001925,26.79016083,3.656567045,0.000276387,36.79239452,12.52595266,2.937293116,0.00338198,chr7,121944450,FEZF1-AS1,ENSG00000230316
cg18761549,120.2377601,32.88890202,3.65587638,0.000277151,42.4816089,18.47766053,2.299079412,0.021692747,chr12,115134391,TBX3,ENSG00000135111
cg19524362,199.4599786,54.55828045,3.655906618,0.000277218,90.3303767,26.93205029,3.354010398,0.000824471,chr7,93203782,CALCR,ENSG00000004948
cg26679231,188.5701417,51.58142365,3.655776214,0.000277323,55.17857854,26.50870194,2.081526989,0.037623422,chr6,80247134,LCA5,ENSG00000135338
cg24405999,61.74294949,16.89003503,3.655584455,0.00027766,29.06954525,11.16849717,2.60281619,0.009374262,chr3,133393119,TOPBP1,ENSG00000163781
cg05426485,128.8054913,35.23933034,3.655162855,0.000277841,70.20480826,19.73593895,3.557206396,0.000391263,chr13,28528981,CDX2,ENSG00000165556
cg04851712,114.2078608,31.24791731,3.654895129,0.000278191,66.52226101,19.54852396,3.402930121,0.000691402,chr12,101110871,ANO4,ENSG00000151572
cg09690215,60.19434668,16.47200902,3.654341532,0.000278746,22.47269616,11.25860452,1.996046323,0.046182455,chr2,241216697,OTOS,ENSG00000178602
cg03778398,49.10233109,13.4377911,3.654047805,0.000279159,25.99754072,10.08691667,2.57735258,0.01008922,chr6,136547040,MTFR2,ENSG00000146410
cg18581445,123.6945491,33.85149003,3.654035582,0.000279172,87.34623385,25.03814021,3.488527227,0.000505478,chr19,4280054,SHD,ENSG00000105251
cg08236623,51.39661479,14.06644573,3.65384517,0.000279275,41.35051024,14.986369,2.759208067,0.005893198,chr13,98126882,RAP2A,ENSG00000125249
cg06758591,88.60684114,24.25224207,3.653552561,0.000279455,50.14918155,13.88728556,3.611157942,0.000318995,chr1,177140203,BRINP2,ENSG00000198797
cg19587434,97.69531727,26.74422435,3.652950109,0.000280331,51.60773337,18.85004461,2.73780431,0.006287867,chr17,48624143,SPATA20,ENSG00000006282
cg15731056,236.0203715,64.61710213,3.652599138,0.000280741,73.51883228,31.71296538,2.318257892,0.02062346,chr12,64784483,C12orf56,ENSG00000185306
cg03264601,143.6237096,39.32465083,3.652256448,0.000281142,52.46901984,19.59385859,2.677829872,0.00752377,chr20,55500670,BMP7,ENSG00000101144
cg20140110,86.21681505,23.61111701,3.651534785,0.000281649,32.00923018,12.22927372,2.617426914,0.008984783,chr12,29936845,TMTC1,ENSG00000133687
cg04692403,124.2117684,34.0154669,3.65162615,0.000281684,46.62990408,19.40390685,2.403119353,0.016425607,chr6,134210812,TCF21,ENSG00000118526
cg03613649,79.91968602,21.88810548,3.651283849,0.000282153,31.76154386,15.74530653,2.017207083,0.043923713,chr17,7341191,TMEM102,ENSG00000181284
cg25639531,99.63433033,27.28752202,3.651278055,0.000282159,51.617635,19.94324457,2.588226546,0.009778159,chr10,128148004,C10orf90,ENSG00000154493
cg00662122,109.7158001,30.05128708,3.650951783,0.000282409,51.61227217,22.76857785,2.266820199,0.023600514,chr8,105601696,LRP12,ENSG00000147650
cg00582628,79.93682071,21.89805932,3.650406619,0.000282864,36.23991309,13.58629594,2.667387289,0.007759995,chr8,54764515,RGS20,ENSG00000147509
cg16452224,88.96960463,24.37415924,3.650160966,0.000283096,45.31405955,13.3033971,3.406202131,0.000683257,chr3,9745460,CPNE9,ENSG00000144550
cg18140889,53.46239818,14.64622313,3.650251515,0.000283165,28.50172058,11.36553625,2.507732143,0.012298333,chr1,153177577,LELP1,ENSG00000203784
cg20148881,53.97073263,14.78507119,3.650353246,0.00028319,52.39633332,12.79674714,4.094504076,4.55E-05,chr19,34112229,CHST8,ENSG00000124302
cg00307214,142.3884681,39.00977515,3.650071489,0.000283225,121.0286256,28.26359948,4.282137727,2.02E-05,chr14,69726319,GALNT16,ENSG00000100626
cg26422161,57.15673306,15.65925763,3.65002827,0.000283406,40.94252748,12.77074029,3.205963519,0.001386042,chr6,1313211,FOXQ1,ENSG00000164379
cg05868512,153.2307434,41.98122539,3.64998263,0.000283422,57.39108804,23.02375342,2.492690354,0.012828544,chr8,54794875,RGS20,ENSG00000147509
cg13831922,190.9324312,52.30920847,3.650073033,0.000283561,83.50005255,33.25667211,2.510775951,0.012193437,chr17,12569213,MYOCD,ENSG00000141052
cg18329780,166.8640349,45.72203072,3.649532453,0.000283909,182.0024567,44.79601999,4.062915784,5.20E-05,chr15,57884048,MYZAP,ENSG00000263155
cg17265829,95.77664401,26.24278889,3.649636646,0.000283931,68.62531445,13.91104879,4.933151735,9.38E-07,chr4,126238422,FAT4,ENSG00000196159
cg19820372,138.3029947,37.90051947,3.649105518,0.000284271,43.32207437,19.48663941,2.223168062,0.026413144,chr11,111411216,LAYN,ENSG00000204381
cg12907702,222.2927456,60.91786251,3.649056885,0.000284491,98.16419897,38.02816723,2.581354983,0.009973716,chr1,177133734,ASTN1,ENSG00000152092
cg24084836,73.98935,20.27500979,3.649288003,0.000284585,49.09455484,18.40506332,2.667448299,0.007758596,chr14,77767735,POMT2,ENSG00000009830
cg02334314,151.0370068,41.39802617,3.648410824,0.000285261,166.1989207,42.27114323,3.931734702,8.98E-05,chr3,123752504,KALRN,ENSG00000160145
cg24196693,98.02076502,26.86741942,3.648313353,0.000285367,38.26138318,13.34628161,2.866819711,0.004227628,chr10,85954958,CDHR1,ENSG00000148600
cg04493000,58.65613145,16.07917158,3.647957306,0.000285687,58.16487318,18.31382098,3.176009705,0.001535931,chr22,48895658,TAFA5,ENSG00000219438
cg09105802,201.6391057,55.28863522,3.647026282,0.000286601,107.2169355,27.73175293,3.866215591,0.00011721,chr6,112575230,LAMA4,ENSG00000112769
cg03764381,154.263352,42.29856275,3.647011672,0.000286684,82.99283733,27.67087321,2.999285085,0.002768858,chr16,10275410,GRIN2A,ENSG00000183454
cg00463767,97.91007472,26.84823794,3.646797043,0.000286953,52.75250184,17.85729509,2.954114918,0.003204405,chr2,63282043,OTX1,ENSG00000115507
cg15841711,47.90728149,13.13661108,3.646852387,0.000286961,32.30926817,12.19005886,2.65046039,0.008157067,chr2,12964957,TRIB2,ENSG00000071575
cg12673103,75.07875697,20.5877116,3.646775243,0.000287114,48.82395484,14.23502347,3.42984716,0.000626998,chr5,134364717,PITX1,ENSG00000069011
cg17017189,135.7446548,37.22428017,3.646669704,0.000287126,79.12975458,29.37644249,2.693646605,0.007178258,chr6,40722397,LRFN2,ENSG00000156564
cg26209487,94.51350607,25.9226649,3.645979548,0.000287848,100.1211783,31.88481005,3.140090161,0.001735336,chr8,56931739,LYN,ENSG00000254087
cg13903282,61.07763416,16.75414427,3.645523948,0.000288179,28.06832345,12.02585949,2.33399729,0.019780591,chr9,128819969,PBX3,ENSG00000167081
cg17178888,258.4988458,70.90879303,3.645511857,0.000288464,97.46881732,36.17106676,2.694662504,0.007156561,chr5,159739851,CCNJL,ENSG00000135083
cg10331779,125.795892,34.51231587,3.644956557,0.000288938,53.24198401,18.60603615,2.861543619,0.004298085,chr5,11904811,CTNND2,ENSG00000169862
cg13778709,131.7199096,36.14320558,3.644389242,0.000289563,57.50228775,20.09444592,2.86160106,0.004297313,chr20,57089961,APCDD1L,ENSG00000198768
cg01677601,170.5018641,46.78733767,3.644188205,0.000289853,65.59435397,31.6867977,2.070084664,0.038684354,chr11,12399777,PARVA,ENSG00000197702
cg06430772,49.09419542,13.47477449,3.643414994,0.000290469,24.48633006,11.19217592,2.187807825,0.028899762,chr2,236443508,AGAP1,ENSG00000157985
cg16353632,96.66891778,26.53305936,3.643338542,0.000290793,46.08933088,18.01053834,2.55902017,0.010633656,chr12,52914330,KRT5,ENSG00000186081
cg16426459,89.98129498,24.69829334,3.643219138,0.00029096,41.18938923,18.23506128,2.258801799,0.024096749,chr2,238396155,MLPH,ENSG00000115648
cg11632238,137.9920554,37.8854505,3.642349599,0.00029189,65.33191237,21.71375174,3.008780479,0.002684489,chr3,44040539,MIR138-1,ENSG00000207954
cg15309006,70.29009896,19.3026513,3.641473799,0.000292727,28.53427931,12.97570232,2.199054711,0.028087823,chr16,23766116,CHP2,ENSG00000166869
cg00626856,96.96540454,26.62980415,3.641236112,0.000293129,73.51354925,16.88756218,4.353117902,1.47E-05,chr5,1885950,IRX4,ENSG00000113430
cg23300732,203.0486034,55.76772617,3.640969739,0.000293532,213.9263772,54.78091573,3.90512598,0.000100086,chr4,5053496,STK32B,ENSG00000152953
cg26665224,128.5308253,35.30559366,3.640522987,0.000293926,82.32765541,18.69730456,4.403183098,1.17E-05,chr12,85305087,SLC6A15,ENSG00000072041
cg07442409,157.4969269,43.26857655,3.639984012,0.000294495,128.0017529,26.57878882,4.815936263,1.68E-06,chr14,60973773,SIX6,ENSG00000184302
cg05321361,93.39274081,25.65676512,3.640082465,0.000294524,59.9485268,17.68859354,3.389106469,0.000726822,chr5,2750263,IRX2,ENSG00000170561
cg01194371,64.93059643,17.83913708,3.639783479,0.000294685,39.12572335,14.43343086,2.710770829,0.006820323,chr5,79331477,THBS4,ENSG00000113296
cg24034005,141.2856164,38.81879234,3.639619057,0.000294939,78.58157437,24.58287064,3.196598783,0.001431385,chr14,97059192,PAPOLA,ENSG00000090060
cg11163620,67.38394009,18.51461108,3.639500705,0.000295037,29.56857021,11.0294833,2.680866312,0.007456304,chr4,157997554,GLRB,ENSG00000109738
cg23187653,118.3267335,32.51555261,3.639081117,0.000295578,72.21125517,22.3107845,3.236607621,0.001246774,chr5,95769008,PCSK1,ENSG00000175426
cg19937938,167.0403809,45.90923815,3.638491678,0.000296312,78.93539039,26.63409835,2.963696737,0.003107102,chr20,983002,RSPO4,ENSG00000101282
cg25136605,73.23449549,20.12907867,3.63824379,0.000296416,51.37494941,20.32126823,2.528136966,0.011610181,chr5,173400737,C5orf47,ENSG00000185056
cg25803918,82.21340766,22.597218,3.638209254,0.000296595,43.72691224,20.36316577,2.14735335,0.031989719,chr7,141108956,TMEM178B,ENSG00000261115
cg27335544,68.76282703,18.90135816,3.637983389,0.000296744,33.18150643,14.8747238,2.230730928,0.025906017,chr5,139176304,PSD2,ENSG00000146005
cg09472467,66.14961331,18.18457466,3.637677238,0.000297055,39.92156055,14.43366038,2.765865311,0.005775084,chr15,27114644,GABRA5,ENSG00000186297
cg23706497,199.8655972,54.94416117,3.637613041,0.000297128,80.56234746,35.50070115,2.26931708,0.023447814,chr14,57272244,OTX2,ENSG00000165588
cg14187025,157.5242422,43.31221304,3.636947437,0.000297777,59.81229296,26.72418277,2.238133659,0.025417815,chr13,28371663,GSX1,ENSG00000169840
cg17744261,111.0513612,30.53605305,3.63672938,0.000298058,45.49448522,21.91830613,2.075638736,0.038166243,chr17,71252029,CPSF4L,ENSG00000187959
cg04560225,91.92977985,25.27834929,3.636700277,0.000298126,81.29172189,15.60131526,5.210568502,2.26E-07,chr1,91195336,BARHL2,ENSG00000143032
cg15590133,96.50193841,26.53654392,3.636567697,0.000298242,35.82184354,16.65043071,2.151406422,0.03166786,chr15,25338219,SNORD109B,ENSG00000239169
cg05164666,123.1678342,33.87407564,3.636050043,0.000299004,73.83139637,22.12385627,3.337184778,0.000875487,chr2,71127220,VAX2,ENSG00000116035
cg19329160,102.4971916,28.19048226,3.635879325,0.000299163,41.53233314,16.44033365,2.526246366,0.011672472,chr13,79182095,OBI1-AS1,ENSG00000234377
cg10652393,64.30636998,17.68923816,3.635338583,0.000299673,49.51688977,13.40148285,3.694881404,0.000231145,chr15,27112430,GABRA5,ENSG00000186297
cg13368923,110.102282,30.28696095,3.635303067,0.000299854,81.13803704,17.2379155,4.70695178,2.84E-06,chr6,1379065,FOXF2,ENSG00000137273
cg02439311,175.4601191,48.27967137,3.634244271,0.000300922,57.97178473,23.52473415,2.464290748,0.01388508,chr7,122526763,CADPS2,ENSG00000081803
cg00508543,210.7041008,57.98777817,3.633595,0.00030163,78.17161152,36.0308993,2.16957148,0.030259293,chr3,64672197,ADAMTS9-AS2,ENSG00000241684
cg13751548,64.21455555,17.67268648,3.633548052,0.000301649,40.76413953,13.70428947,2.974553305,0.003000119,chr9,37005935,PAX5,ENSG00000196092
cg10023530,93.39311003,25.70690602,3.632996906,0.000302247,51.17151462,14.16845223,3.611651704,0.000318395,chr18,11148783,PIEZO2,ENSG00000154864
cg13554086,135.4960558,37.30107594,3.63249725,0.000302961,54.97860139,26.49275429,2.075231619,0.038204019,chr5,76507100,PDE8B,ENSG00000113231
cg02676375,121.8964673,33.56000286,3.632194783,0.000303274,81.38263735,23.1654823,3.513099201,0.000461444,chr5,170736180,TLX3,ENSG00000164438
cg07357346,61.72213797,16.99251297,3.632313717,0.000303315,41.09922315,13.13132956,3.129860002,0.001796342,chr12,121079543,CABP1,ENSG00000157782
cg02517337,40.79001283,11.23041887,3.632100753,0.000303525,32.60327008,10.17635839,3.203824869,0.001396278,chr20,51590841,TSHZ2,ENSG00000182463
cg24884142,120.816827,33.26510055,3.631939331,0.000303604,44.36328116,15.86057361,2.797079238,0.005249292,chr1,119532056,TBX15,ENSG00000092607
cg05067377,63.99289469,17.61953902,3.631927862,0.000303688,26.22607029,13.15247627,1.994002478,0.046405716,chr16,88330953,ZNF469,ENSG00000225614
cg21009965,95.37221028,26.2591612,3.631959511,0.000303759,52.32435162,17.61344139,2.970705751,0.003037642,chr1,75593596,LHX8,ENSG00000162624
cg13721404,76.51283783,21.06746452,3.631800958,0.000303799,55.27911135,20.61277224,2.681789267,0.007435905,chr18,31739202,NOL4,ENSG00000101746
cg02857273,47.94478815,13.20153632,3.631758228,0.000303884,24.6564029,10.69579244,2.305243209,0.021343935,chr3,57541377,PDE12,ENSG00000174840
cg17871749,125.8756097,34.66544586,3.631155077,0.000304404,59.05953471,20.48968511,2.882403238,0.004025608,chr5,145718669,POU4F3,ENSG00000091010
cg27018380,235.1752155,64.76573483,3.631167254,0.00030471,94.28735178,30.45848635,3.095602017,0.002015293,chr14,93389876,CHGA,ENSG00000100604
cg13223107,150.0269351,41.32109503,3.630758939,0.000304897,93.426216,32.67280104,2.859449237,0.004326348,chr6,50810715,TFAP2B,ENSG00000008196
cg24588339,71.02388201,19.56195872,3.630714237,0.000304984,49.96311318,19.43129484,2.571270396,0.010267029,chr5,2738626,IRX2,ENSG00000170561
cg12355813,86.99024792,23.95972326,3.630686672,0.000305087,51.43417208,21.86388412,2.352471857,0.018829811,chr7,107790375,NRCAM,ENSG00000091129
cg02036261,96.36490213,26.54246026,3.630594195,0.000305123,52.37163038,19.11032314,2.740489002,0.00623709,chr14,57276057,OTX2,ENSG00000165588
cg19063061,77.31778267,21.29681899,3.630485036,0.000305321,47.72480912,14.67199434,3.252782684,0.001178594,chr19,49935893,SLC17A7,ENSG00000104888
cg06902665,56.57265762,15.58764736,3.629326242,0.00030656,29.23576984,11.21534139,2.606765932,0.009267513,chr19,1771330,ONECUT3,ENSG00000205922
cg26116669,70.7362672,19.49014889,3.629334367,0.000306622,56.23566195,16.23486138,3.463883099,0.000553557,chr2,88654640,FOXI3,ENSG00000214336
cg19575759,185.4898768,51.11364539,3.628969825,0.000306869,68.78865734,30.9478488,2.222728235,0.026442898,chr11,125365081,FEZ1,ENSG00000149557
cg12065840,84.48052982,23.27815316,3.629176647,0.000307058,41.74305334,16.33396318,2.555598594,0.010738119,chr8,121138133,COL14A1,ENSG00000187955
cg10316490,175.5193532,48.37111409,3.628598523,0.000307408,101.2062194,30.65073853,3.301917809,0.000992067,chr1,190445197,BRINP3,ENSG00000162670
cg21582253,53.92781289,14.86351371,3.628200838,0.000307766,33.80762076,11.74902083,2.877484111,0.00408841,chr5,16181039,MARCHF11,ENSG00000183654
cg12711961,61.24137106,16.88076843,3.627878156,0.000308214,35.75539807,9.426295507,3.793154803,0.000157088,chr5,191600,LRRC14B,ENSG00000185028
cg14617041,61.11456342,16.84598045,3.627842475,0.000308291,54.47821137,16.35141921,3.331711496,0.000892704,chr5,72415687,TMEM171,ENSG00000157111
cg02335909,107.0431013,29.51418171,3.626836154,0.000309506,45.12229695,21.46315289,2.102314473,0.035759382,chr10,85743628,GHITM,ENSG00000165678
cg14451382,57.35202097,15.81339434,3.626800149,0.000309549,36.44934615,9.744408049,3.740539802,0.000193386,chr5,1876397,IRX4,ENSG00000113430
cg14826425,123.1915583,33.97057363,3.626419726,0.000309996,120.3545162,32.69176482,3.681493394,0.000243468,chr7,27232837,HOXA13,ENSG00000106031
cg26234721,108.2453156,29.85058676,3.62623745,0.000310354,75.01622514,23.18071168,3.236148491,0.001248761,chr14,88793252,KCNK10,ENSG00000100433
cg08611689,88.74263657,24.47438778,3.625938976,0.000310926,48.31967628,20.00027089,2.415951091,0.015861127,chr4,1505197,NA,NA
cg01147810,177.5343336,48.96768815,3.625540439,0.000310995,68.16737108,25.47691176,2.675652831,0.007572478,chr2,175197693,SP9,ENSG00000217236
cg08858649,145.5862045,40.15815837,3.625320742,0.000311472,148.7625439,38.43473723,3.870523247,0.000115187,chr6,30139903,GPX6,ENSG00000198704
cg00880452,78.62796972,21.68903493,3.625240588,0.00031153,46.3710508,20.43368511,2.269343515,0.023446202,chr19,39694617,SYCN,ENSG00000179751
cg21381065,121.1262871,33.41474286,3.624935484,0.00031189,54.44300192,17.33351595,3.140909327,0.001730535,chr18,49866304,DCC,ENSG00000187323
cg05994320,110.9755203,30.6182274,3.624492002,0.000312306,121.364905,36.60388082,3.315629443,0.000945129,chr7,113727753,FOXP2,ENSG00000128573
cg27656949,121.4020263,33.49684051,3.624282902,0.000312736,40.33000153,15.77168385,2.557114505,0.010691725,chr17,46695367,HOXB8,ENSG00000120068
cg25198481,46.39495468,12.80330561,3.62367002,0.000313317,34.12086842,14.31584993,2.38343295,0.017325996,chr3,164912187,SLITRK3,ENSG00000121871
cg26146617,72.71270356,20.06747263,3.623411124,0.000313516,30.02586209,14.16876488,2.119158752,0.034307336,chr2,232260305,B3GNT7,ENSG00000156966
cg03355524,88.76794977,24.50078925,3.623064909,0.00031411,51.11453549,14.98909312,3.41011528,0.000673633,chr20,54578898,CBLN4,ENSG00000054803
cg08480901,138.2394856,38.15526286,3.623077794,0.000314205,77.77280851,26.23992478,2.96391126,0.003104954,chr4,1515011,NA,NA
cg24362812,90.69499621,25.03503413,3.622723091,0.00031448,51.07968573,13.77917647,3.707020216,0.000220481,chr18,11148769,PIEZO2,ENSG00000154864
cg16174029,148.9728477,41.12697794,3.62226585,0.000314953,65.79008026,23.36413374,2.815857886,0.004954227,chr5,140346280,PCDHAC2,ENSG00000243232
cg16220124,162.9167351,44.97810913,3.622133929,0.000315038,88.08621588,31.89052895,2.762143457,0.005840851,chr4,13549839,LINC01096,NA
cg13268132,224.6441219,62.02577076,3.621786866,0.000315452,108.2676098,29.74475604,3.639888984,0.000285816,chr8,119964037,TNFRSF11B,ENSG00000164761
cg11749902,85.9785062,23.74236999,3.621311024,0.000315949,43.71321014,17.19206767,2.542638325,0.01114214,chr8,41093619,SFRP1,ENSG00000104332
cg09359114,102.7775682,28.38030618,3.621439727,0.000315976,45.53936376,20.09970537,2.265673199,0.02367095,chr7,96650096,DLX5,ENSG00000105880
cg11149194,76.46863543,21.11601644,3.621357069,0.000316112,60.97418131,16.82763317,3.623455581,0.000304374,chr14,27245119,MIR4307,ENSG00000265165
cg03648334,115.7675374,31.97311759,3.62077727,0.000316589,85.363936,22.12819564,3.857699804,0.00012131,chr3,154797508,MME,ENSG00000196549
cg25152136,156.7386489,43.28938843,3.620717561,0.000316805,74.41822073,27.71756592,2.684875755,0.007368051,chr3,139655077,CLSTN2,ENSG00000158258
cg12791065,98.10096265,27.09473686,3.620664898,0.000316905,53.06431542,18.28574401,2.901950033,0.00378463,chr15,101419269,ALDH1A3,ENSG00000184254
cg07329360,91.1533509,25.17840753,3.620298495,0.000317309,48.87223488,16.59285301,2.945378643,0.003295536,chr11,31841768,PAX6-AS1,ENSG00000281880
cg14765646,100.4049841,27.73416462,3.62026351,0.000317351,51.06361805,19.72744269,2.588456034,0.009771688,chr2,154334450,RPRM,ENSG00000177519
cg18876007,41.35684421,11.42508891,3.619826903,0.000317913,26.76017561,8.905605768,3.004868654,0.002718957,chr1,75606694,LHX8,ENSG00000162624
cg04823311,187.559281,51.828546,3.618841264,0.000319138,124.1213598,38.44437672,3.228595972,0.001281878,chr7,28997485,TRIL,ENSG00000255690
cg00333226,83.04319796,22.94983762,3.618465601,0.000319336,27.92737975,10.93486968,2.55397463,0.010788019,chr7,49813763,VWC2,ENSG00000188730
cg16482314,123.2975868,34.0721823,3.618717042,0.000319363,92.58630026,23.56473187,3.929019891,9.08E-05,chr8,77596069,ZFHX4,ENSG00000091656
cg21127537,67.49025068,18.6527032,3.618255753,0.000319699,64.88758042,15.81768231,4.102217958,4.40E-05,chr11,113184936,TTC12,ENSG00000149292
cg20815297,140.9335967,38.96098762,3.617300416,0.000320968,53.50178695,24.50357357,2.183427932,0.029221388,chr4,13541663,NKX3-2,ENSG00000109705
cg06071479,106.274423,29.38009833,3.617224893,0.00032106,50.61427872,19.23482648,2.631387331,0.008626225,chr7,158826888,VIPR2,ENSG00000106018
cg15187113,215.6078485,59.61549017,3.616641377,0.000321696,77.30265143,35.25494907,2.19267517,0.028545926,chr1,36173952,C1orf216,ENSG00000142686
cg05190072,144.3796392,39.92361592,3.616396859,0.000321994,67.53236766,29.98240021,2.252400315,0.024499397,chr11,64360961,SLC22A12,ENSG00000197891
cg05620415,71.25766859,19.70471983,3.616274131,0.000322106,33.57881492,15.52037564,2.16353107,0.030721579,chr16,1961808,HS3ST6,ENSG00000162040
cg00028211,50.92400113,14.08242089,3.616139691,0.000322197,32.40183124,12.04092686,2.69097484,0.007235602,chr2,45028802,CAMKMT,ENSG00000143919
cg09311630,150.7427494,41.68430544,3.616295097,0.000322266,117.0370483,26.42276331,4.429402292,1.04E-05,chr17,79369841,BAHCC1,ENSG00000266074
cg02997497,71.62787414,19.81117018,3.615529699,0.000323126,44.70368054,16.28093553,2.745768537,0.006138311,chr3,68053949,TAFA1,ENSG00000183662
cg07272305,209.6274579,57.98235126,3.615366631,0.000323363,80.19931739,32.46583489,2.470268134,0.013656523,chr3,184231509,EPHB3,ENSG00000182580
cg12374095,38.56881262,10.67111115,3.614320203,0.00032457,30.0404516,10.20021993,2.945078814,0.003298705,chr12,54320830,HOXC13-AS,ENSG00000249641
